Title,Reading Ease,Grade Level,Dataset
neh-tubbee-tubbee.txt,71.48,9.5,North American Slave Narratives
neh-tubbee1848-tubbee1848.txt,59.91,13.9,North American Slave Narratives
neh-turner-turner.txt,57.34,12.9,North American Slave Narratives
neh-twain-twain.txt,81.8,9.7,North American Slave Narratives
neh-twelvetr-twelvetr.txt,54.39,14,North American Slave Narratives
neh-upham-upham.txt,68.54,10.6,North American Slave Narratives
neh-vale-vale.txt,64.04,10.3,North American Slave Narratives
neh-venture-venture.txt,73.41,8.8,North American Slave Narratives
neh-venture2-venture2.txt,74.02,8.5,North American Slave Narratives
neh-walters-walters.txt,64.95,9.9,North American Slave Narratives
neh-wards-ward.txt,62.31,11,North American Slave Narratives
neh-warner-warner.txt,56.83,13.1,North American Slave Narratives
neh-washstory-washin.txt,61.9,11.1,North American Slave Narratives
neh-watkin52-watkin52.txt,67.22,11.1,North American Slave Narratives
neh-watkins-watkins.txt,56.22,13.3,North American Slave Narratives
neh-watson-watson.txt,67.93,10.9,North American Slave Narratives
neh-webb-webb.txt,83.29,7,North American Slave Narratives
neh-webster-webster.txt,70.47,9.9,North American Slave Narratives
neh-weld-weld.txt,58.15,12.6,North American Slave Narratives
neh-wheatley-wheatley.txt,58.18,14.6,North American Slave Narratives
neh-white-white.txt,59.37,12.1,North American Slave Narratives
neh-whitegeo-whitegeo.txt,42.82,18.4,North American Slave Narratives
neh-wickham-wickham.txt,67.32,11.1,North American Slave Narratives
neh-wilkerson-wilkerson.txt,46.71,19,North American Slave Narratives
neh-williams-williams.txt,72.6,9.1,North American Slave Narratives
neh-williamsjames-williams.txt,70.3,12,North American Slave Narratives
